1.061877e-02	9.817124e-01
9.759418e-01	2.250887e-02
8.476606e-01	3.462083e-01
4.700282e-02	9.686306e-01
4.829420e-01	7.624870e-01
9.412672e-01	1.067719e-01
9.032253e-01	2.025388e-01
5.908088e-01	6.775691e-01
6.506954e-02	9.568192e-01
4.708493e-01	7.744495e-01
4.981069e-01	7.470091e-01
7.346921e-01	5.238761e-01
5.791801e-01	6.959361e-01
3.429289e-01	8.454536e-01
2.258149e-02	9.767872e-01
1.202421e-01	9.381268e-01
6.453259e-01	6.204496e-01
7.247683e-01	5.363825e-01
6.366483e-01	6.325422e-01
8.293923e-01	3.678349e-01
7.676370e-01	4.738879e-01
8.940539e-01	2.253666e-01
6.053060e-01	6.613621e-01
7.421135e-01	5.034984e-01
7.891056e-01	4.477594e-01
2.619604e-01	8.832719e-01
8.753531e-01	2.771037e-01
1.401172e-01	9.325428e-01
5.100785e-01	7.390660e-01
8.155933e-01	3.988279e-01
8.637382e-01	3.032135e-01
1.640452e-01	9.235058e-01
4.486197e-01	7.800416e-01
7.043843e-01	5.562940e-01
7.194436e-01	5.542263e-01
7.600170e-01	4.862646e-01
3.989621e-01	8.123188e-01
3.820488e-01	8.208092e-01
9.297941e-01	1.327944e-01
3.084750e-01	8.639597e-01
9.191248e-01	1.595993e-01
2.012032e-01	9.055146e-01
9.616420e-01	6.611362e-02
8.249720e-01	3.878960e-01
9.375578e-01	1.230786e-01
9.243564e-01	1.487391e-01
9.165967e-01	1.791053e-01
5.227248e-01	7.298573e-01
5.673892e-01	7.037865e-01
9.098306e-01	1.874929e-01
5.441363e-01	7.183874e-01
8.816905e-01	2.528169e-01
8.531621e-01	3.209133e-01
4.475242e-01	7.922384e-01
6.257986e-01	6.463375e-01
7.526210e-01	4.989625e-01
9.731681e-01	3.056852e-02
7.949803e-01	4.344868e-01
9.542323e-01	8.603179e-02
3.178247e-01	8.541863e-01
3.742418e-01	8.268422e-01
2.932076e-01	8.683654e-01
1.490127e-01	9.247756e-01
5.310070e-01	7.228233e-01
2.800155e-01	8.784873e-01
6.928950e-01	5.685731e-01
8.032928e-01	4.273083e-01
6.605704e-01	6.099401e-01
6.011292e-01	6.653219e-01
2.269818e-01	8.939072e-01
1.791034e-01	9.125620e-01
9.702986e-01	5.157195e-02
2.444820e-01	8.854743e-01
6.695067e-01	5.941610e-01
8.579830e-01	3.205659e-01
2.204445e-01	9.021028e-01
1.038731e-01	9.445259e-01
3.537792e-01	8.404294e-01
9.543060e-01	8.523285e-02
8.391198e-02	9.532143e-01
8.691359e-01	2.904457e-01
2.417304e-01	8.928591e-01
6.887839e-01	5.733027e-01
4.200822e-01	7.990682e-01
8.067904e-01	4.113570e-01
1.783103e-01	9.128065e-01
6.257986e-01	6.463375e-01
7.785258e-01	4.607867e-01
1.012453e-01	9.472523e-01
7.785910e-01	4.607256e-01
2.852902e-01	8.737843e-01
8.772961e-02	9.524937e-01
6.822612e-01	5.834799e-01
2.079442e-01	9.031638e-01
4.276546e-01	7.947835e-01
8.877691e-01	2.403111e-01
3.602167e-01	8.320202e-01
8.920029e-01	2.351048e-01
4.085558e-01	8.072925e-01
5.538063e-01	7.088464e-01
